ps1_objid,ps1_ra,ps1_ra_error,ps1_dec,ps1_dec_error,ps1_gpsf,ps1_gpsf_error,ps1_rpsf,ps1_rpsf_error,ps1_ipsf,ps1_ipsf_error,ps1_zpsf,ps1_zpsf_error,ps1_ypsf,ps1_ypsf_error,teff,logg,feh,sam_g,sam_r,sam_i,sam_z,sam_y,sam_j,sam_h,sam_k,scale_factor,scale_factor_error,chi2,computed_j,computed_j_error,computed_h,computed_h_error,computed_k,computed_k_error,gaia_source_id,gaia_ra,gaia_ra_error,gaia_dec,gaia_dec_error,gaia_parallax,gaia_parallax_error,gaia_pm,gaia_pm_ra,gaia_pm_ra_error,gaia_pm_dec,gaia_pm_dec_error,gaia_ruwe,objinfoflag,qualityflag,ndetections,nstackdetections,ginfoflag,ginfoflag2,ginfoflag3,rinfoflag,rinfoflag2,rinfoflag3,iinfoflag,iinfoflag2,iinfoflag3,zinfoflag,zinfoflag2,zinfoflag3,yinfoflag,yinfoflag2,yinfoflag3,SAM Flag
1.07722273249493e+17,227.324913432344,-0.231222696855393,0.000128888167002885,0.000128170587646483,14.614278631616818,0.0004731255116676,14.245041571628088,0.00037204823936175105,14.07429745227254,0.0003544525078388458,13.922488285737277,0.0004871645657174468,14.01591656093154,0.000819127594057794,5625.0,0.25,1.0,-38.070312,-38.415792,-38.554153,-38.608828,-38.629676,-38.567315,-38.419077,-37.965089,52.63015670043726,0.00023632211508479124,0.07473597412545135,13.186364477928098,0.00023632211508479124,12.842309216789005,0.00023632211508479124,12.82934679606806,0.00023632211508479124,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,503635968.0,60.0,70.0,5.0,262144069.0,524416.0,196608.0,263192581.0,524416.0,196608.0,263192581.0,524416.0,196608.0,263192581.0,524416.0,196608.0,263208967.0,524416.0,196608.0,K0
1.0811227127440998e+17,227.12743081935,0.0996448698461658,0.00195871837599657,0.00188041492173667,21.045416699812353,0.029111187684883234,19.889952169710867,0.00896530851374315,18.43270614357238,0.004214534935151323,17.655686039376526,0.00614836906170677,17.411549940346973,0.006853220920432734,3500.0,3.25,-3.0,-33.677217,-34.602317,-35.952519,-36.488743,-36.782246,-37.192955,-37.549409,-37.234588,54.38767059856382,0.0064198734847157645,3.5077237614763095,16.318238376054662,0.0064198734847157645,15.46949111491557,0.0064198734847157645,15.317361694194618,0.0064198734847157645,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,503635968.0,60.0,60.0,5.0,262144005.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,c1
1.0753227281894606e+17,227.281884073511,-0.386999049222219,0.00110108230535415,0.00103619975877693,19.06555305438779,0.0052270622657330105,18.16800391462383,0.0036796888300765188,17.789362417138896,0.0026923428729900395,18.147158395321757,0.00869128244367878,17.290798400283368,0.0060622797013517755,3700.0,5.25,-4.0,-36.098864,-37.119422,-37.429887,-37.351073,-37.826479,-37.88875,-38.202497,-37.656479,55.25732023635112,0.0025329873718990454,0.45753621629514984,16.492093013841956,0.0025329873718990454,15.686052752702864,0.0025329873718990454,15.76512033198192,0.0025329873718990454,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,503635968.0,60.0,74.0,10.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262160391.0,524416.0,0.0,262144069.0,524416.0,0.0,c1
1.0791227243482318e+17,227.243425875382,-0.0727129410980586,0.00193204229241832,0.0019951251908517,19.053439360797267,0.006646321309768033,18.740427321175524,0.004822211196823539,18.52469072144218,0.005932585996470862,18.41508670122558,0.00669336436420773,18.35791626401599,0.012087138452835369,5562.5,0.0,1.0,-38.004516,-38.371917,-38.519596,-38.57986,-38.623268,-38.545568,-38.404374,-37.950063,57.03814347373131,0.0034265021632856243,0.12007961050135962,17.616098251222144,0.0034265021632856243,17.264998990083058,0.0034265021632856243,17.252359569362106,0.0034265021632856243,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,436527104.0,52.0,60.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,K0
1.0807227713365608e+17,227.713353554519,0.0630529248928792,0.00229351170688442,0.00233696811590261,19.530289053278306,0.008881765233557534,19.35738645525293,0.007075754699452326,19.26242600418298,0.00857338390786507,19.168462612763868,0.00938725771693612,19.192386403190447,0.024086069104977275,6000.0,0.0,1.0,-38.524365,-38.711494,-38.76738,-38.814387,-38.848816,-38.694756,-38.48595,-38.015972,58.03547850573371,0.005901573696011634,0.030151739173745355,18.464245283224546,0.005901573696011634,18.18075802208545,0.005901573696011634,18.183785601364505,0.005901573696011634,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,436527104.0,52.0,91.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,K0
1.0808227188218267e+17,227.188154549883,0.0685485616819273,0.00192466740773421,0.00188418900460173,20.497538896113472,0.017380402001798627,19.178203154198894,0.007252586059793193,18.4582438941048,0.004851591043265247,18.049231706265278,0.005361440042796426,17.833284319513943,0.007605210383061373,3600.0,5.25,-3.9,-35.051259,-36.089317,-36.781863,-36.949897,-37.401318,-37.628562,-37.949038,-37.48536,55.25803119403928,0.004311846835188139,0.7961349192807239,16.75299197153012,0.004311846835188139,15.940222710391026,0.004311846835188139,15.936950289670081,0.004311846835188139,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,503635968.0,60.0,61.0,10.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,262144069.0,524416.0,0.0,c1
1.0821227719619381e+17,227.719638739501,0.177839028977704,0.00346481085382677,0.00356603421367645,20.385424997593077,0.012505408131230812,19.84410973776956,0.013167346999227583,19.717378818220364,0.011778253723216333,19.632499590961235,0.023278101881115836,19.566731230517146,0.030972052409190473,5500.0,0.0,-1.5,-37.925548,-38.432544,-38.568832,-38.589896,-38.681878,-38.590264,-38.41666,-37.958425,58.26896847501229,0.008876101797344218,0.030812467916908157,18.802227252503126,0.008876101797344218,18.48353799136403,0.008876101797344218,18.474822570643084,0.008876101797344218,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,436527104.0,52.0,85.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144005.0,524416.0,196608.0,262144069.0,524416.0,196608.0,K0
1.0766227421144682e+17,227.421207428278,-0.278004739206773,0.0184689974166143,0.0184689974166143,21.970185922533872,0.06121019893889143,21.60047209700817,0.06716199977702943,21.254407671060203,0.05771600820530798,21.190405528627227,0.07065402425065806,20.664936422309353,0.07798801368647625,4937.5,3.0,1.0,-37.166722,-37.724813,-37.989026,-38.098891,-38.170866,-38.204465,-38.214431,-37.790022,59.16614512830777,0.030108259127965623,1.075365703461967,20.085202905798607,0.030108259127965623,19.582943644659515,0.030108259127965623,19.540402223938564,0.030108259127965623,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,436527104.0,52.0,21.0,5.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,35651585.0,0.0,196608.0,K0
1.0744227278530155e+17,227.278511782578,-0.465745405205507,0.000329436376921956,0.000322016081471375,16.2026877580876,0.0009362954515183091,15.824057117761347,0.001335336005494059,15.574552363077457,0.0009133253969155542,15.823496720704917,0.0015196436315790772,15.737126425300117,0.001644055299476109,6187.5,5.0,-2.5,-38.561176,-38.983164,-39.055312,-39.015682,-39.026629,-38.899314,-38.651505,-38.16911,54.760776676986296,0.0005833067561922452,0.1273867440234381,14.984985454477137,0.0005833067561922452,14.74050119333804,0.0005833067561922452,14.75594577261709,0.0005833067561922452,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,503635968.0,60.0,73.0,5.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,524416.0,196608.0,K0
1.0789226913284101e+17,226.913348494668,-0.0913133956886242,0.00967280972786191,0.00967280972786191,21.283345168957158,0.029263008271554227,20.75900323902169,0.02731604521187569,20.696026637410313,0.03824204083134183,20.367992222974188,0.05447804030653694,20.508822711968698,0.09772801341844643,5437.5,0.0,1.0,-37.838335,-38.263278,-38.438992,-38.506747,-38.534588,-38.49598,-38.371671,-37.92483,59.03942599606642,0.024966830113909946,0.17645263390302976,19.666968773557254,0.024966830113909946,19.298984512418166,0.024966830113909946,19.278875091697216,0.024966830113909946,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,436527104.0,52.0,40.0,5.0,262144005.0,524416.0,196608.0,262144069.0,524416.0,196608.0,262144069.0,655488.0,196608.0,195035141.0,524288.0,196608.0,195035141.0,655360.0,196608.0,K0
